"species_id","aou","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
1244,5261,"European Goldfinch","Chardonneret élégant","Carduelis carduelis","Passeriformes","Fringillidae","Carduelis","carduelis"
1246,5330,"Pine Siskin","Tarin des pins","Spinus pinus","Passeriformes","Fringillidae","Spinus","pinus"
1249,5300,"Lesser Goldfinch","Chardonneret mineur","Spinus psaltria","Passeriformes","Fringillidae","Spinus","psaltria"
1250,5310,"Lawrence's Goldfinch","Chardonneret gris","Spinus lawrencei","Passeriformes","Fringillidae","Spinus","lawrencei"
1251,5290,"American Goldfinch","Chardonneret jaune","Spinus tristis","Passeriformes","Fringillidae","Spinus","tristis"
1252,5360,"Lapland Longspur","Plectrophane lapon","Calcarius lapponicus","Passeriformes","Calcariidae","Calcarius","lapponicus"
1253,5380,"Chestnut-collared Longspur","Plectrophane à ventre noir","Calcarius ornatus","Passeriformes","Calcariidae","Calcarius","ornatus"
1254,5370,"Smith's Longspur","Plectrophane de Smith","Calcarius pictus","Passeriformes","Calcariidae","Calcarius","pictus"
1255,5390,"McCown's Longspur","Plectrophane de McCown","Rhynchophanes mccownii","Passeriformes","Calcariidae","Rhynchophanes","mccownii"
1256,5340,"Snow Bunting","Plectrophane des neiges","Plectrophenax nivalis","Passeriformes","Calcariidae","Plectrophenax","nivalis"
1269,5790,"Rufous-winged Sparrow","Bruant à épaulettes","Peucaea carpalis","Passeriformes","Passerellidae","Peucaea","carpalis"
1274,5760,"Botteri's Sparrow","Bruant de Botteri","Peucaea botterii","Passeriformes","Passerellidae","Peucaea","botterii"
1275,5780,"Cassin's Sparrow","Bruant de Cassin","Peucaea cassinii","Passeriformes","Passerellidae","Peucaea","cassinii"
1276,5750,"Bachman's Sparrow","Bruant des pinèdes","Peucaea aestivalis","Passeriformes","Passerellidae","Peucaea","aestivalis"
1277,5460,"Grasshopper Sparrow","Bruant sauterelle","Ammodramus savannarum","Passeriformes","Passerellidae","Ammodramus","savannarum"
1278,5860,"Olive Sparrow","Tohi olive","Arremonops rufivirgatus","Passeriformes","Passerellidae","Arremonops","rufivirgatus"
1281,5730,"Black-throated Sparrow","Bruant à gorge noire","Amphispiza bilineata","Passeriformes","Passerellidae","Amphispiza","bilineata"
1282,5520,"Lark Sparrow","Bruant à joues marron","Chondestes grammacus","Passeriformes","Passerellidae","Chondestes","grammacus"
1283,6050,"Lark Bunting","Bruant noir et blanc","Calamospiza melanocorys","Passeriformes","Passerellidae","Calamospiza","melanocorys"
1284,5600,"Chipping Sparrow","Bruant familier","Spizella passerina","Passeriformes","Passerellidae","Spizella","passerina"
1285,5610,"Clay-colored Sparrow","Bruant des plaines","Spizella pallida","Passeriformes","Passerellidae","Spizella","pallida"
1286,5650,"Black-chinned Sparrow","Bruant à menton noir","Spizella atrogularis","Passeriformes","Passerellidae","Spizella","atrogularis"
1287,5630,"Field Sparrow","Bruant des champs","Spizella pusilla","Passeriformes","Passerellidae","Spizella","pusilla"
1288,5620,"Brewer's Sparrow","Bruant de Brewer","Spizella breweri","Passeriformes","Passerellidae","Spizella","breweri"
1293,5850,"Fox Sparrow","Bruant fauve","Passerella iliaca","Passeriformes","Passerellidae","Passerella","iliaca"
1294,5590,"American Tree Sparrow","Bruant hudsonien","Spizelloides arborea","Passeriformes","Passerellidae","Spizelloides","arborea"
1296,5670,"(Slate-colored Junco) Dark-eyed Junco","Junco ardoisé (groupe hyemalis)","Junco hyemalis hyemalis","Passeriformes","Passerellidae","Junco","hyemalis hyemalis"
1297,5671,"(Oregon Junco) Dark-eyed Junco","Junco ardoisé (groupe oreganus)","Junco hyemalis oreganus","Passeriformes","Passerellidae","Junco","hyemalis oreganus"
1298,5680,"(Pink-sided Junco) Dark-eyed Junco","Junco ardoisé (groupe mearnsi)","Junco hyemalis mearnsi","Passeriformes","Passerellidae","Junco","hyemalis mearnsi"
1299,5660,"(White-winged Junco) Dark-eyed Junco","Junco ardoisé (à ailes blanches)","Junco hyemalis aikeni","Passeriformes","Passerellidae","Junco","hyemalis aikeni"
1300,5690,"(Gray-headed Junco) Dark-eyed Junco","Junco ardoisé (à tête grise)","Junco hyemalis caniceps","Passeriformes","Passerellidae","Junco","hyemalis caniceps"
1301,5677,"(unid. race) Dark-eyed Junco","Junco ardoisé (groupe non identifié)","Junco hyemalis","Passeriformes","Passerellidae","Junco","hyemalis"
1302,5700,"Yellow-eyed Junco","Junco aux yeux jaunes","Junco phaeonotus","Passeriformes","Passerellidae","Junco","phaeonotus"
1305,5540,"White-crowned Sparrow","Bruant à couronne blanche","Zonotrichia leucophrys","Passeriformes","Passerellidae","Zonotrichia","leucophrys"
1306,5570,"Golden-crowned Sparrow","Bruant à couronne dorée","Zonotrichia atricapilla","Passeriformes","Passerellidae","Zonotrichia","atricapilla"
1307,5530,"Harris's Sparrow","Bruant à face noire","Zonotrichia querula","Passeriformes","Passerellidae","Zonotrichia","querula"
1308,5580,"White-throated Sparrow","Bruant à gorge blanche","Zonotrichia albicollis","Passeriformes","Passerellidae","Zonotrichia","albicollis"
1309,5738,"Sagebrush Sparrow","Bruant des armoises","Artemisiospiza nevadensis","Passeriformes","Passerellidae","Artemisiospiza","nevadensis"
1310,5739,"Bell's Sparrow","Bruant de Bell","Artemisiospiza belli","Passeriformes","Passerellidae","Artemisiospiza","belli"
1311,5740,"unid. Sagebrush Sparrow / Bell's Sparrow","unid Bruant des armoises / Burant de Bell","Artemisiospiza nevadensis / belli","Passeriformes","Passerellidae","Artemisiospiza","nevadensis / belli"
1313,5400,"Vesper Sparrow","Bruant vespéral","Pooecetes gramineus","Passeriformes","Passerellidae","Pooecetes","gramineus"
1314,5480,"LeConte's Sparrow","Bruant de LeConte","Ammospiza leconteii","Passeriformes","Passerellidae","Ammospiza","leconteii"
1315,5500,"Seaside Sparrow","Bruant maritime","Ammospiza maritima","Passeriformes","Passerellidae","Ammospiza","maritima"
1316,5491,"Nelson's Sparrow","Bruant de Nelson","Ammospiza nelsoni","Passeriformes","Passerellidae","Ammospiza","nelsoni"
1317,5490,"Saltmarsh Sparrow","Bruant à queue aiguë","Ammospiza caudacuta","Passeriformes","Passerellidae","Ammospiza","caudacuta"
1318,5450,"Baird's Sparrow","Bruant de Baird","Centronyx bairdii","Passeriformes","Passerellidae","Centronyx","bairdii"
1319,5470,"Henslow's Sparrow","Bruant de Henslow","Centronyx henslowii","Passeriformes","Passerellidae","Centronyx","henslowii"
1320,5420,"Savannah Sparrow","Bruant des prés","Passerculus sandwichensis","Passeriformes","Passerellidae","Passerculus","sandwichensis"
1322,5810,"Song Sparrow","Bruant chanteur","Melospiza melodia","Passeriformes","Passerellidae","Melospiza","melodia"
1323,5830,"Lincoln's Sparrow","Bruant de Lincoln","Melospiza lincolnii","Passeriformes","Passerellidae","Melospiza","lincolnii"
1324,5840,"Swamp Sparrow","Bruant des marais","Melospiza georgiana","Passeriformes","Passerellidae","Melospiza","georgiana"
1326,5910,"Canyon Towhee","Tohi des canyons","Melozone fusca","Passeriformes","Passerellidae","Melozone","fusca"
1328,5920,"Abert's Towhee","Tohi d'Abert","Melozone aberti","Passeriformes","Passerellidae","Melozone","aberti"
1329,5911,"California Towhee","Tohi de Californie","Melozone crissalis","Passeriformes","Passerellidae","Melozone","crissalis"
1333,5800,"Rufous-crowned Sparrow","Tohi à calotte fauve","Aimophila ruficeps","Passeriformes","Passerellidae","Aimophila","ruficeps"
1335,5900,"Green-tailed Towhee","Tohi à queue verte","Pipilo chlorurus","Passeriformes","Passerellidae","Pipilo","chlorurus"
1336,5880,"Spotted Towhee","Tohi tacheté","Pipilo maculatus","Passeriformes","Passerellidae","Pipilo","maculatus"
1337,5870,"Eastern Towhee","Tohi à flancs roux","Pipilo erythrophthalmus","Passeriformes","Passerellidae","Pipilo","erythrophthalmus"
1338,5871,"unid. Spotted Towhee / Eastern Towhee","unid Tohi tacheté / Tohi à flancs roux","Pipilo maculatus / erythrophthalmus","Passeriformes","Passerellidae","Pipilo","maculatus / erythrophthalmus"
1343,6830,"Yellow-breasted Chat","Ictérie polyglotte","Icteria virens","Passeriformes","Icteriidae","Icteria","virens"
1344,4970,"Yellow-headed Blackbird","Carouge à tête jaune","Xanthocephalus xanthocephalus","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus"
1345,4940,"Bobolink","Goglu des prés","Dolichonyx oryzivorus","Passeriformes","Icteridae","Dolichonyx","oryzivorus"
1346,5010,"Eastern Meadowlark","Sturnelle des prés","Sturnella magna","Passeriformes","Icteridae","Sturnella","magna"
1347,5011,"Western Meadowlark","Sturnelle de l'Ouest","Sturnella neglecta","Passeriformes","Icteridae","Sturnella","neglecta"
1348,5012,"unid. Eastern Meadowlark / Western Meadowlark","unid Sturnelle des prés / Sturnelle de l'Ouest","Sturnella magna / neglecta","Passeriformes","Icteridae","Sturnella","magna / neglecta"
1356,5060,"Orchard Oriole","Oriole des vergers","Icterus spurius","Passeriformes","Icteridae","Icterus","spurius"
1357,5050,"Hooded Oriole","Oriole masqué","Icterus cucullatus","Passeriformes","Icteridae","Icterus","cucullatus"
1361,5080,"Bullock's Oriole","Oriole de Bullock","Icterus bullockii","Passeriformes","Icteridae","Icterus","bullockii"
1363,5032,"Spot-breasted Oriole","Oriole maculé","Icterus pectoralis","Passeriformes","Icteridae","Icterus","pectoralis"
1364,5031,"Altamira Oriole","Oriole à gros bec","Icterus gularis","Passeriformes","Icteridae","Icterus","gularis"
1365,5030,"Audubon's Oriole","Oriole d'Audubon","Icterus graduacauda","Passeriformes","Icteridae","Icterus","graduacauda"
1366,5070,"Baltimore Oriole","Oriole de Baltimore","Icterus galbula","Passeriformes","Icteridae","Icterus","galbula"
1367,5078,"hybrid Bullock's Oriole x Baltimore Oriole","hybride Oriole de Baltimore x Oriole de Bullock's","Icterus bullockii x galbula","Passeriformes","Icteridae","Icterus","bullockii x galbula"
1368,5077,"unid. Bullock's Oriole / Baltimore Oriole","unid Oriole de Baltimore / Oriole de Bullock's","Icterus bullockii / galbula","Passeriformes","Icteridae","Icterus","bullockii / galbula"
1370,5040,"Scott's Oriole","Oriole jaune-verdâtre","Icterus parisorum","Passeriformes","Icteridae","Icterus","parisorum"
1371,4980,"Red-winged Blackbird","Carouge à épaulettes","Agelaius phoeniceus","Passeriformes","Icteridae","Agelaius","phoeniceus"
1372,5000,"Tricolored Blackbird","Carouge de Californie","Agelaius tricolor","Passeriformes","Icteridae","Agelaius","tricolor"
1374,4961,"Shiny Cowbird","Vacher luisant","Molothrus bonariensis","Passeriformes","Icteridae","Molothrus","bonariensis"
1375,4960,"Bronzed Cowbird","Vacher bronzé","Molothrus aeneus","Passeriformes","Icteridae","Molothrus","aeneus"
1376,4950,"Brown-headed Cowbird","Vacher à tête brune","Molothrus ater","Passeriformes","Icteridae","Molothrus","ater"
1377,4955,"unid. Bronzed Cowbird / Brown-headed Cowbird","unid Vacher bronzé / à tête brune","Molothrus aeneus / ater","Passeriformes","Icteridae","Molothrus","aeneus / ater"
1380,5090,"Rusty Blackbird","Quiscale rouilleux","Euphagus carolinus","Passeriformes","Icteridae","Euphagus","carolinus"
1381,5100,"Brewer's Blackbird","Quiscale de Brewer","Euphagus cyanocephalus","Passeriformes","Icteridae","Euphagus","cyanocephalus"
1382,5110,"Common Grackle","Quiscale bronzé","Quiscalus quiscula","Passeriformes","Icteridae","Quiscalus","quiscula"
1383,5130,"Boat-tailed Grackle","Quiscale des marais","Quiscalus major","Passeriformes","Icteridae","Quiscalus","major"
1384,5120,"Great-tailed Grackle","Quiscale à longue queue","Quiscalus mexicanus","Passeriformes","Icteridae","Quiscalus","mexicanus"
1385,5135,"unid. Boat-tailed Grackle / Great-tailed Grackle","unid Quiscale des marais / Quiscale à longue queue","Quiscalus major / mexicanus","Passeriformes","Icteridae","Quiscalus","major / mexicanus"
1386,6740,"Ovenbird","Paruline couronnée","Seiurus aurocapilla","Passeriformes","Parulidae","Seiurus","aurocapilla"
1387,6390,"Worm-eating Warbler","Paruline vermivore","Helmitheros vermivorum","Passeriformes","Parulidae","Helmitheros","vermivorum"
1388,6760,"Louisiana Waterthrush","Paruline hochequeue","Parkesia motacilla","Passeriformes","Parulidae","Parkesia","motacilla"
1389,6750,"Northern Waterthrush","Paruline des ruisseaux","Parkesia noveboracensis","Passeriformes","Parulidae","Parkesia","noveboracensis"
1390,6420,"Golden-winged Warbler","Paruline à ailes dorées","Vermivora chrysoptera","Passeriformes","Parulidae","Vermivora","chrysoptera"
1391,6410,"Blue-winged Warbler","Paruline à ailes bleues","Vermivora cyanoptera","Passeriformes","Parulidae","Vermivora","cyanoptera"
1392,6412,"Brewster's Warbler (Golden-winged x Blue-winged)","Paruline de Brewster","Vermivora cyanoptera x chrysoptera","Passeriformes","Parulidae","Vermivora","cyanoptera x chrysoptera"
1393,6413,"Lawrence's Warbler (Golden-winged x Blue-winged)","Paruline de Lawrence","Vermivora chrysoptera x cyanoptera","Passeriformes","Parulidae","Vermivora","chrysoptera x cyanoptera"
1394,6360,"Black-and-white Warbler","Paruline noir et blanc","Mniotilta varia","Passeriformes","Parulidae","Mniotilta","varia"
1395,6370,"Prothonotary Warbler","Paruline orangée","Protonotaria citrea","Passeriformes","Parulidae","Protonotaria","citrea"
1396,6380,"Swainson's Warbler","Paruline de Swainson","Limnothlypis swainsonii","Passeriformes","Parulidae","Limnothlypis","swainsonii"
1398,6470,"Tennessee Warbler","Paruline obscure","Leiothlypis peregrina","Passeriformes","Parulidae","Leiothlypis","peregrina"
1399,6460,"Orange-crowned Warbler","Paruline verdâtre","Leiothlypis celata","Passeriformes","Parulidae","Leiothlypis","celata"
1401,6430,"Lucy's Warbler","Paruline de Lucy","Leiothlypis luciae","Passeriformes","Parulidae","Leiothlypis","luciae"
1402,6450,"Nashville Warbler","Paruline à joues grises","Leiothlypis ruficapilla","Passeriformes","Parulidae","Leiothlypis","ruficapilla"
1403,6440,"Virginia's Warbler","Paruline de Virginia","Leiothlypis virginiae","Passeriformes","Parulidae","Leiothlypis","virginiae"
1404,6780,"Connecticut Warbler","Paruline à gorge grise","Oporornis agilis","Passeriformes","Parulidae","Oporornis","agilis"
1406,6800,"MacGillivray's Warbler","Paruline des buissons","Geothlypis tolmiei","Passeriformes","Parulidae","Geothlypis","tolmiei"
1407,6790,"Mourning Warbler","Paruline triste","Geothlypis philadelphia","Passeriformes","Parulidae","Geothlypis","philadelphia"
1408,6770,"Kentucky Warbler","Paruline du Kentucky","Geothlypis formosa","Passeriformes","Parulidae","Geothlypis","formosa"
1412,6810,"Common Yellowthroat","Paruline masquée","Geothlypis trichas","Passeriformes","Parulidae","Geothlypis","trichas"
1414,6840,"Hooded Warbler","Paruline à capuchon","Setophaga citrina","Passeriformes","Parulidae","Setophaga","citrina"
1415,6870,"American Redstart","Paruline flamboyante","Setophaga ruticilla","Passeriformes","Parulidae","Setophaga","ruticilla"
1416,6700,"Kirtland's Warbler","Paruline de Kirtland","Setophaga kirtlandii","Passeriformes","Parulidae","Setophaga","kirtlandii"
1417,6500,"Cape May Warbler","Paruline tigrée","Setophaga tigrina","Passeriformes","Parulidae","Setophaga","tigrina"
1418,6580,"Cerulean Warbler","Paruline azurée","Setophaga cerulea","Passeriformes","Parulidae","Setophaga","cerulea"
1419,6480,"Northern Parula","Paruline à collier","Setophaga americana","Passeriformes","Parulidae","Setophaga","americana"
1420,6490,"Tropical Parula","Paruline à joues noires","Setophaga pitiayumi","Passeriformes","Parulidae","Setophaga","pitiayumi"
1421,6570,"Magnolia Warbler","Paruline à tête cendrée","Setophaga magnolia","Passeriformes","Parulidae","Setophaga","magnolia"
1422,6600,"Bay-breasted Warbler","Paruline à poitrine baie","Setophaga castanea","Passeriformes","Parulidae","Setophaga","castanea"
1423,6620,"Blackburnian Warbler","Paruline à gorge orangée","Setophaga fusca","Passeriformes","Parulidae","Setophaga","fusca"
1424,6520,"Yellow Warbler","Paruline jaune","Setophaga petechia","Passeriformes","Parulidae","Setophaga","petechia"
1425,6590,"Chestnut-sided Warbler","Paruline à flancs marron","Setophaga pensylvanica","Passeriformes","Parulidae","Setophaga","pensylvanica"
1426,6610,"Blackpoll Warbler","Paruline rayée","Setophaga striata","Passeriformes","Parulidae","Setophaga","striata"
1427,6540,"Black-throated Blue Warbler","Paruline bleue","Setophaga caerulescens","Passeriformes","Parulidae","Setophaga","caerulescens"
1428,6720,"Palm Warbler","Paruline à couronne rousse","Setophaga palmarum","Passeriformes","Parulidae","Setophaga","palmarum"
1429,6710,"Pine Warbler","Paruline des pins","Setophaga pinus","Passeriformes","Parulidae","Setophaga","pinus"
1430,6550,"(Myrtle Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe coronata)","Setophaga coronata coronata","Passeriformes","Parulidae","Setophaga","coronata coronata"
1431,6560,"(Audubon's Warbler) Yellow-rumped Warbler","Paruline à croupion jaune (groupe auduboni)","Setophaga coronata audoboni","Passeriformes","Parulidae","Setophaga","coronata audoboni"
1432,6556,"(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Par. à croupion jaune (sous-espèce non identifié)","Setophaga coronata","Passeriformes","Parulidae","Setophaga","coronata"
1433,6630,"Yellow-throated Warbler","Paruline à gorge jaune","Setophaga dominica","Passeriformes","Parulidae","Setophaga","dominica"
1434,6730,"Prairie Warbler","Paruline des prés","Setophaga discolor","Passeriformes","Parulidae","Setophaga","discolor"
1435,6640,"Grace's Warbler","Paruline de Grace","Setophaga graciae","Passeriformes","Parulidae","Setophaga","graciae"
1436,6650,"Black-throated Gray Warbler","Paruline grise","Setophaga nigrescens","Passeriformes","Parulidae","Setophaga","nigrescens"
1437,6680,"Townsend's Warbler","Paruline de Townsend","Setophaga townsendi","Passeriformes","Parulidae","Setophaga","townsendi"
1438,6690,"Hermit Warbler","Paruline à tête jaune","Setophaga occidentalis","Passeriformes","Parulidae","Setophaga","occidentalis"
1439,6686,"hybrid Townsend's Warbler x Hermit Warbler","hybride Paruline de Townsend x à tête jaune","Setophaga townsendi x occidentalis","Passeriformes","Parulidae","Setophaga","townsendi x occidentalis"
1440,6685,"unid. Townsend's Warbler / Hermit Warbler","unid Paruline de Townsend / Paruline à tête jaune","Setophaga townsendi / occidentalis","Passeriformes","Parulidae","Setophaga","townsendi / occidentalis"
1441,6660,"Golden-cheeked Warbler","Paruline à dos noir","Setophaga chrysoparia","Passeriformes","Parulidae","Setophaga","chrysoparia"
1442,6670,"Black-throated Green Warbler","Paruline à gorge noire","Setophaga virens","Passeriformes","Parulidae","Setophaga","virens"
1447,6860,"Canada Warbler","Paruline du Canada","Cardellina canadensis","Passeriformes","Parulidae","Cardellina","canadensis"
1448,6850,"Wilson's Warbler","Paruline à calotte noire","Cardellina pusilla","Passeriformes","Parulidae","Cardellina","pusilla"
1449,6900,"Red-faced Warbler","Paruline à face rouge","Cardellina rubrifrons","Passeriformes","Parulidae","Cardellina","rubrifrons"
1452,6880,"Painted Redstart","Paruline à ailes blanches","Myioborus pictus","Passeriformes","Parulidae","Myioborus","pictus"
1455,6090,"Hepatic Tanager","Piranga orangé","Piranga flava","Passeriformes","Cardinalidae","Piranga","flava"
1456,6100,"Summer Tanager","Piranga vermillon","Piranga rubra","Passeriformes","Cardinalidae","Piranga","rubra"
1457,6080,"Scarlet Tanager","Piranga écarlate","Piranga olivacea","Passeriformes","Cardinalidae","Piranga","olivacea"
1458,6070,"Western Tanager","Piranga à tête rouge","Piranga ludoviciana","Passeriformes","Cardinalidae","Piranga","ludoviciana"
1466,5930,"Northern Cardinal","Cardinal rouge","Cardinalis cardinalis","Passeriformes","Cardinalidae","Cardinalis","cardinalis"
1467,5940,"Pyrrhuloxia","Cardinal pyrrhuloxia","Cardinalis sinuatus","Passeriformes","Cardinalidae","Cardinalis","sinuatus"
1468,5935,"unid. Northern Cardinal / Pyrrhuloxia","unid Cardinal rouge / Cardinal pyrrhuloxia","Cardinalis cardinalis / sinuatus","Passeriformes","Cardinalidae","Cardinalis","cardinalis / sinuatus"
1470,5950,"Rose-breasted Grosbeak","Cardinal à poitrine rose","Pheucticus ludovicianus","Passeriformes","Cardinalidae","Pheucticus","ludovicianus"
1471,5960,"Black-headed Grosbeak","Cardinal à tête noire","Pheucticus melanocephalus","Passeriformes","Cardinalidae","Pheucticus","melanocephalus"
1477,5970,"Blue Grosbeak","Guiraca bleu","Passerina caerulea","Passeriformes","Cardinalidae","Passerina","caerulea"
1478,5990,"Lazuli Bunting","Passerin azuré","Passerina amoena","Passeriformes","Cardinalidae","Passerina","amoena"
1479,5980,"Indigo Bunting","Passerin indigo","Passerina cyanea","Passeriformes","Cardinalidae","Passerina","cyanea"
1480,5986,"hybrid Lazuli Bunting x Indigo Bunting","hybride Passerin azuré x Passerin indigo","Passerina amoena x cyanea","Passeriformes","Cardinalidae","Passerina","amoena x cyanea"
1483,6000,"Varied Bunting","Passerin varié","Passerina versicolor","Passeriformes","Cardinalidae","Passerina","versicolor"
1484,6010,"Painted Bunting","Passerin nonpareil","Passerina ciris","Passeriformes","Cardinalidae","Passerina","ciris"
1485,6040,"Dickcissel","Dickcissel d'Amérique","Spiza americana","Passeriformes","Cardinalidae","Spiza","americana"
