species_id,aou,english_common_name,sporder,family,genus,species,mass,sd,sex,subspecies,location,name_mismatch,name_notes,not_in_dunning,close_genus,close_species,close_subspecies,close_species_notes
611,3260,Black Vulture,Cathartiformes,Cathartidae,Coragyps,atratus,1640,100,NA,brasiliensis,Venezuela,NA,NA,NA,NA,NA,NA,NA
611,3260,Black Vulture,Cathartiformes,Cathartidae,Coragyps,atratus,2159,130,NA,atratus,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
612,3250,Turkey Vulture,Cathartiformes,Cathartidae,Cathartes,aura,1220,80.6,NA,ruficollis,Venezuela,NA,NA,NA,NA,NA,NA,NA
612,3250,Turkey Vulture,Cathartiformes,Cathartidae,Cathartes,aura,1430,228,NA,meridionalis,Venezuela,NA,NA,NA,NA,NA,NA,NA
612,3250,Turkey Vulture,Cathartiformes,Cathartidae,Cathartes,aura,2006,NA,NA,septentrionalis,"Southern Florida, USA",NA,NA,NA,NA,NA,NA,NA
615,3240,California Condor,Cathartiformes,Cathartidae,Gymnogyps,californianus,8100,NA,f,NA,captive,NA,NA,NA,NA,NA,NA,NA
615,3240,California Condor,Cathartiformes,Cathartidae,Gymnogyps,californianus,8800,NA,m,NA,captive,NA,NA,NA,NA,NA,NA,NA
617,3640,Osprey,Accipitriformes,Pandionidae,Pandion,haliaetus,1403,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,3640,Osprey,Accipitriformes,Pandionidae,Pandion,haliaetus,1568,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,3280,White-tailed Kite,Accipitriformes,Accipitridae,Elanus,leucurus,346,23.3,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
619,3271,Hook-billed Kite,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,264,NA,m,NA,Panama; Venezuela; Mexico,NA,NA,NA,NA,NA,NA,NA
619,3271,Hook-billed Kite,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,310,NA,f,NA,Panama; Venezuela; Mexico,NA,NA,NA,NA,NA,NA,NA
621,3270,Swallow-tailed Kite,Accipitriformes,Accipitridae,Elanoides,forficatus,392,NA,NA,NA,Suriname,NA,NA,NA,NA,NA,NA,NA
621,3270,Swallow-tailed Kite,Accipitriformes,Accipitridae,Elanoides,forficatus,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,3490,Golden Eagle,Accipitriformes,Accipitridae,Aquila,chrysaetos,3900,335,m,NA,"Idaho, USA",NA,NA,NA,NA,NA,NA,NA
624,3490,Golden Eagle,Accipitriformes,Accipitridae,Aquila,chrysaetos,4627,420,f,NA,"Idaho, USA",NA,NA,NA,NA,NA,NA,NA
629,3310,Northern Harrier,Accipitriformes,Accipitridae,Circus,hudsonius,300,NA,m,cyaneus,Northern China,1,Circus cyaneus cyaneus,NA,NA,NA,NA,NA
629,3310,Northern Harrier,Accipitriformes,Accipitridae,Circus,hudsonius,359,39.9,m,hudsonius,"New Jersey, USA",1,Circus cyaneus hudsonius,NA,NA,NA,NA,NA
629,3310,Northern Harrier,Accipitriformes,Accipitridae,Circus,hudsonius,430,NA,f,cyaneus,Northern China,1,Circus cyaneus cyaneus,NA,NA,NA,NA,NA
629,3310,Northern Harrier,Accipitriformes,Accipitridae,Circus,hudsonius,515,54.6,f,hudsonius,"New Jersey, USA",1,Circus cyaneus hudsonius,NA,NA,NA,NA,NA
631,3320,Sharp-shinned Hawk,Accipitriformes,Accipitridae,Accipiter,striatus,94.9,NA,m,venator,Puerto Rico,NA,NA,NA,NA,NA,NA,NA
631,3320,Sharp-shinned Hawk,Accipitriformes,Accipitridae,Accipiter,striatus,103,6.4,m,NA,"Wisconsin, USA",NA,NA,NA,NA,NA,NA,NA
631,3320,Sharp-shinned Hawk,Accipitriformes,Accipitridae,Accipiter,striatus,171,NA,f,venator,Puerto Rico,NA,NA,NA,NA,NA,NA,NA
631,3320,Sharp-shinned Hawk,Accipitriformes,Accipitridae,Accipiter,striatus,174,10.4,f,NA,"Wisconsin, USA",NA,NA,NA,NA,NA,NA,NA
632,3330,Cooper's Hawk,Accipitriformes,Accipitridae,Accipiter,cooperii,349,19.6,m,NA,"Wisconsin, USA",NA,NA,NA,NA,NA,NA,NA
632,3330,Cooper's Hawk,Accipitriformes,Accipitridae,Accipiter,cooperii,529,36.1,f,NA,"Wisconsin, USA",NA,NA,NA,NA,NA,NA,NA
634,3340,Northern Goshawk,Accipitriformes,Accipitridae,Accipiter,gentilis,501,NA,m,schvedowi,"Hopei, China",NA,NA,NA,NA,NA,NA,NA
634,3340,Northern Goshawk,Accipitriformes,Accipitridae,Accipiter,gentilis,704,32.7,m,apache,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
634,3340,Northern Goshawk,Accipitriformes,Accipitridae,Accipiter,gentilis,912,14.9,m,NA,"Wisconsin, USA",NA,NA,NA,NA,NA,NA,NA
634,3340,Northern Goshawk,Accipitriformes,Accipitridae,Accipiter,gentilis,986,51.9,f,apache,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
634,3340,Northern Goshawk,Accipitriformes,Accipitridae,Accipiter,gentilis,1137,18.6,f,NA,"Wisconsin, USA",NA,NA,NA,NA,NA,NA,NA
634,3340,Northern Goshawk,Accipitriformes,Accipitridae,Accipiter,gentilis,1170,NA,f,schvedowi,"Hopei, China",NA,NA,NA,NA,NA,NA,NA
637,3520,Bald Eagle,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,4130,NA,m,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
637,3520,Bald Eagle,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,5350,NA,f,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
640,3290,Mississippi Kite,Accipitriformes,Accipitridae,Ictinia,mississippiensis,245,NA,m,NA,"Oklahoma, USA",NA,NA,NA,NA,NA,NA,NA
640,3290,Mississippi Kite,Accipitriformes,Accipitridae,Ictinia,mississippiensis,311,NA,f,NA,"Oklahoma, USA",NA,NA,NA,NA,NA,NA,NA
644,3300,Snail Kite,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,308,NA,m,sociabilis,NA,NA,NA,NA,NA,NA,NA,NA
644,3300,Snail Kite,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,335,NA,f,sociabilis,NA,NA,NA,NA,NA,NA,NA,NA
644,3300,Snail Kite,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,394,22.8,m,plumbeus,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
644,3300,Snail Kite,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,446,47.8,f,plumbeus,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
645,3450,Common Black Hawk,Accipitriformes,Accipitridae,Buteogallus,anthracinus,793,NA,m,NA,Panama,NA,NA,NA,NA,NA,NA,NA
645,3450,Common Black Hawk,Accipitriformes,Accipitridae,Buteogallus,anthracinus,1199,NA,f,NA,Panama,NA,NA,NA,NA,NA,NA,NA
649,3350,Harris's Hawk,Accipitriformes,Accipitridae,Parabuteo,unicinctus,690,NA,m,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
649,3350,Harris's Hawk,Accipitriformes,Accipitridae,Parabuteo,unicinctus,725,NA,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
649,3350,Harris's Hawk,Accipitriformes,Accipitridae,Parabuteo,unicinctus,998,NA,f,NA,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
649,3350,Harris's Hawk,Accipitriformes,Accipitridae,Parabuteo,unicinctus,1047,NA,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
650,3410,White-tailed Hawk,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,844,NA,m,NA,NA,1,Buteo albicaudatus,NA,NA,NA,NA,NA
650,3410,White-tailed Hawk,Accipitriformes,Accipitridae,Geranoaetus,albicaudatus,928,NA,f,NA,NA,1,Buteo albicaudatus,NA,NA,NA,NA,NA
652,3460,Gray Hawk,Accipitriformes,Accipitridae,Buteo,plagiatus,429,NA,m,NA,"Arizona, USA",1,Buteo nitidus,NA,NA,NA,NA,NA
652,3460,Gray Hawk,Accipitriformes,Accipitridae,Buteo,plagiatus,628,NA,f,NA,"Arizona, USA",1,Buteo nitidus,NA,NA,NA,NA,NA
653,3390,Red-shouldered Hawk,Accipitriformes,Accipitridae,Buteo,lineatus,544,NA,m,lineatus,NA,NA,NA,NA,NA,NA,NA,NA
653,3390,Red-shouldered Hawk,Accipitriformes,Accipitridae,Buteo,lineatus,670,NA,f,lineatus,NA,NA,NA,NA,NA,NA,NA,NA
654,3430,Broad-winged Hawk,Accipitriformes,Accipitridae,Buteo,platypterus,420,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,3430,Broad-winged Hawk,Accipitriformes,Accipitridae,Buteo,platypterus,490,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,3440,Short-tailed Hawk,Accipitriformes,Accipitridae,Buteo,brachyurus,422,30,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
655,3440,Short-tailed Hawk,Accipitriformes,Accipitridae,Buteo,brachyurus,583,61,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
656,3420,Swainson's Hawk,Accipitriformes,Accipitridae,Buteo,swainsoni,808,NA,m,NA,"Alberta, Canada",NA,NA,NA,NA,NA,NA,NA
656,3420,Swainson's Hawk,Accipitriformes,Accipitridae,Buteo,swainsoni,1109,NA,f,NA,"Alberta, Canada",NA,NA,NA,NA,NA,NA,NA
657,3400,Zone-tailed Hawk,Accipitriformes,Accipitridae,Buteo,albonotatus,628,NA,m,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
657,3400,Zone-tailed Hawk,Accipitriformes,Accipitridae,Buteo,albonotatus,886,NA,f,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
658,3370,Red-tailed Hawk,Accipitriformes,Accipitridae,Buteo,jamaicensis,923,NA,m,calurus,Western USA,NA,NA,NA,NA,NA,NA,NA
658,3370,Red-tailed Hawk,Accipitriformes,Accipitridae,Buteo,jamaicensis,1028,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,3370,Red-tailed Hawk,Accipitriformes,Accipitridae,Buteo,jamaicensis,1224,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,3370,Red-tailed Hawk,Accipitriformes,Accipitridae,Buteo,jamaicensis,1266,NA,f,calurus,Western USA,NA,NA,NA,NA,NA,NA,NA
660,3470,Rough-legged Hawk,Accipitriformes,Accipitridae,Buteo,lagopus,847,NA,m,NA,"Britain, UK",NA,NA,NA,NA,NA,NA,NA
660,3470,Rough-legged Hawk,Accipitriformes,Accipitridae,Buteo,lagopus,1065,NA,f,NA,"Britain, UK",NA,NA,NA,NA,NA,NA,NA
661,3480,Ferruginous Hawk,Accipitriformes,Accipitridae,Buteo,regalis,1163,NA,m,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
661,3480,Ferruginous Hawk,Accipitriformes,Accipitridae,Buteo,regalis,1776,NA,f,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
703,3890,Elegant Trogon,Trogoniformes,Trogonidae,Trogon,elegans,70.9,7.7,NA,NA,El Salvador,NA,NA,NA,NA,NA,NA,NA
728,4080,Lewis's Woodpecker,Piciformes,Picidae,Melanerpes,lewis,99,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,4080,Lewis's Woodpecker,Piciformes,Picidae,Melanerpes,lewis,113,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,4060,Red-headed Woodpecker,Piciformes,Picidae,Melanerpes,erythrocephalus,71.6,7.6,NA,NA,"Ontario, Canada",NA,NA,NA,NA,NA,NA,NA
730,4070,Acorn Woodpecker,Piciformes,Picidae,Melanerpes,formicivorus,77.5,10.2,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
730,4070,Acorn Woodpecker,Piciformes,Picidae,Melanerpes,formicivorus,81.8,8.2,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
735,4110,Gila Woodpecker,Piciformes,Picidae,Melanerpes,uropygialis,60,3.1,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
735,4110,Gila Woodpecker,Piciformes,Picidae,Melanerpes,uropygialis,69.7,6.4,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
736,4100,Golden-fronted Woodpecker,Piciformes,Picidae,Melanerpes,aurifrons,76.4,6.4,f,NA,"San Luis Potosi, Mexico",NA,NA,NA,NA,NA,NA,NA
736,4100,Golden-fronted Woodpecker,Piciformes,Picidae,Melanerpes,aurifrons,85.4,7,m,NA,"San Luis Potosi, Mexico",NA,NA,NA,NA,NA,NA,NA
737,4090,Red-bellied Woodpecker,Piciformes,Picidae,Melanerpes,carolinus,66,11.4,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
737,4090,Red-bellied Woodpecker,Piciformes,Picidae,Melanerpes,carolinus,73.2,9.9,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
738,4040,Williamson's Sapsucker,Piciformes,Picidae,Sphyrapicus,thyroideus,47.6,2.8,NA,NA,"Nevada, USA",NA,NA,NA,NA,NA,NA,NA
739,4020,Yellow-bellied Sapsucker,Piciformes,Picidae,Sphyrapicus,varius,50.3,4.3,NA,varius,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
740,4021,Red-naped Sapsucker,Piciformes,Picidae,Sphyrapicus,nuchalis,45.9,4.8,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
740,4021,Red-naped Sapsucker,Piciformes,Picidae,Sphyrapicus,nuchalis,49.2,4.3,f,NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
740,4021,Red-naped Sapsucker,Piciformes,Picidae,Sphyrapicus,nuchalis,50.5,4.7,m,NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
741,4030,Red-breasted Sapsucker,Piciformes,Picidae,Sphyrapicus,ruber,48.9,4.4,NA,daggetti,"California, USA",NA,NA,NA,NA,NA,NA,NA
741,4030,Red-breasted Sapsucker,Piciformes,Picidae,Sphyrapicus,ruber,57.7,4.5,f,ruber,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
741,4030,Red-breasted Sapsucker,Piciformes,Picidae,Sphyrapicus,ruber,58.3,5.2,m,ruber,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
743,4010,American Three-toed Woodpecker,Piciformes,Picidae,Picoides,dorsalis,52,3.7,f,NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
743,4010,American Three-toed Woodpecker,Piciformes,Picidae,Picoides,dorsalis,58.3,3.5,m,NA,"British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA
744,4000,Black-backed Woodpecker,Piciformes,Picidae,Picoides,arcticus,66.6,NA,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
744,4000,Black-backed Woodpecker,Piciformes,Picidae,Picoides,arcticus,72,NA,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
746,3940,Downy Woodpecker,Piciformes,Picidae,Dryobates,pubescens,21.6,NA,NA,NA,"Georgia, USA",1,Picoides pubescens,NA,NA,NA,NA,NA
746,3940,Downy Woodpecker,Piciformes,Picidae,Dryobates,pubescens,25.9,1.7,f,NA,"Pennsylvania, USA",1,Picoides pubescens,NA,NA,NA,NA,NA
746,3940,Downy Woodpecker,Piciformes,Picidae,Dryobates,pubescens,27.5,0.9,m,NA,"Pennsylvania, USA",1,Picoides pubescens,NA,NA,NA,NA,NA
746,3940,Downy Woodpecker,Piciformes,Picidae,Dryobates,pubescens,27.7,NA,NA,NA,"Indiana, USA",1,Picoides pubescens,NA,NA,NA,NA,NA
747,3970,Nuttall's Woodpecker,Piciformes,Picidae,Dryobates,nuttallii,36.8,1.8,f,NA,NA,1,Picoides nuttallii,NA,NA,NA,NA,NA
747,3970,Nuttall's Woodpecker,Piciformes,Picidae,Dryobates,nuttallii,38,2.6,m,NA,NA,1,Picoides nuttallii,NA,NA,NA,NA,NA
748,3960,Ladder-backed Woodpecker,Piciformes,Picidae,Dryobates,scalaris,30.3,3.7,NA,NA,"Western USA; Sonora, Mexico",1,Picoides scalaris,NA,NA,NA,NA,NA
748,3960,Ladder-backed Woodpecker,Piciformes,Picidae,Dryobates,scalaris,30.9,NA,f,NA,"Tres Marias Is., Mexico",1,Picoides scalaris,NA,NA,NA,NA,NA
748,3960,Ladder-backed Woodpecker,Piciformes,Picidae,Dryobates,scalaris,33.7,NA,m,NA,"Tres Marias Is., Mexico",1,Picoides scalaris,NA,NA,NA,NA,NA
749,3950,Red-cockaded Woodpecker,Piciformes,Picidae,Dryobates,borealis,47.4,8.4,f,NA,"North Carolina, USA",1,Picoides borealis,NA,NA,NA,NA,NA
749,3950,Red-cockaded Woodpecker,Piciformes,Picidae,Dryobates,borealis,48.6,6.8,m,NA,"North Carolina, USA",1,Picoides borealis,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,51.7,NA,NA,NA,Bahamas,1,Picoides villosus,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,52.4,2.8,f,NA,"Baja California, Mexico",1,Picoides villosus,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,60,2.9,m,NA,"Baja California, Mexico",1,Picoides villosus,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,62.5,2,f,NA,"Pennsylvania, USA",1,Picoides villosus,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,67.5,4.7,f,NA,"Montana, USA",1,Picoides villosus,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,70,3.2,m,NA,"Pennsylvania, USA",1,Picoides villosus,NA,NA,NA,NA,NA
750,3930,Hairy Woodpecker,Piciformes,Picidae,Dryobates,villosus,79,4.8,m,NA,"Montana, USA",1,Picoides villosus,NA,NA,NA,NA,NA
751,3990,White-headed Woodpecker,Piciformes,Picidae,Dryobates,albolarvatus,59.2,3.8,f,NA,"Oregon, USA",1,Picoides albolarvatus,NA,NA,NA,NA,NA
751,3990,White-headed Woodpecker,Piciformes,Picidae,Dryobates,albolarvatus,63,3.4,m,NA,"Oregon, USA",1,Picoides albolarvatus,NA,NA,NA,NA,NA
753,3975,Arizona Woodpecker,Piciformes,Picidae,Dryobates,arizonae,44.1,NA,f,NA,"Arizona, USA",1,Picoides arizonae,NA,NA,NA,NA,NA
753,3975,Arizona Woodpecker,Piciformes,Picidae,Dryobates,arizonae,49.4,2.3,m,NA,"Arizona, USA",1,Picoides arizonae,NA,NA,NA,NA,NA
757,4123,(unid. Red/Yellow Shafted) Northern Flicker,Piciformes,Picidae,Colaptes,auratus,125,9.1,f,auratus,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
757,4123,(unid. Red/Yellow Shafted) Northern Flicker,Piciformes,Picidae,Colaptes,auratus,128,10.3,m,auratus,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
757,4123,(unid. Red/Yellow Shafted) Northern Flicker,Piciformes,Picidae,Colaptes,auratus,142,2.2,NA,cafer,"Oregon, USA",NA,NA,NA,NA,NA,NA,NA
761,4140,Gilded Flicker,Piciformes,Picidae,Colaptes,chrysoides,111,7.4,NA,mearnsi,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
764,4050,Pileated Woodpecker,Piciformes,Picidae,Dryocopus,pileatus,266,NA,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
764,4050,Pileated Woodpecker,Piciformes,Picidae,Dryocopus,pileatus,270,NA,f,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA
764,4050,Pileated Woodpecker,Piciformes,Picidae,Dryocopus,pileatus,305,NA,m,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA
764,4050,Pileated Woodpecker,Piciformes,Picidae,Dryocopus,pileatus,308,NA,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
771,3620,Crested Caracara,Falconiformes,Falconidae,Caracara,cheriway,834,133,m,NA,Panama,NA,NA,NA,NA,NA,NA,NA
771,3620,Crested Caracara,Falconiformes,Falconidae,Caracara,cheriway,953,63.2,f,NA,Panama,NA,NA,NA,NA,NA,NA,NA
771,3620,Crested Caracara,Falconiformes,Falconidae,Caracara,cheriway,1117,71,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
771,3620,Crested Caracara,Falconiformes,Falconidae,Caracara,cheriway,1220,76,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,90.3,9.3,m,NA,Caribbean Is.,NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,90.8,6.6,m,paulus,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,103,9,f,paulus,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,108,NA,f,NA,Caribbean Is.,NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,111,9.3,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,113,8.9,m,NA,"Kentucky, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,120,9.2,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,132,9.1,f,NA,"Kentucky, USA",NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,143,NA,m,NA,Chile,NA,NA,NA,NA,NA,NA,NA
773,3600,American Kestrel,Falconiformes,Falconidae,Falco,sparverius,151,NA,f,NA,Chile,NA,NA,NA,NA,NA,NA,NA
775,3570,Merlin,Falconiformes,Falconidae,Falco,columbarius,163,14.1,m,NA,"New Jersey, USA",NA,NA,NA,NA,NA,NA,NA
775,3570,Merlin,Falconiformes,Falconidae,Falco,columbarius,218,17.2,f,NA,"New Jersey, USA",NA,NA,NA,NA,NA,NA,NA
777,3590,Aplomado Falcon,Falconiformes,Falconidae,Falco,femoralis,271,NA,m,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
777,3590,Aplomado Falcon,Falconiformes,Falconidae,Falco,femoralis,416,NA,f,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
780,3540,Gyrfalcon,Falconiformes,Falconidae,Falco,rusticolus,1170,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,3540,Gyrfalcon,Falconiformes,Falconidae,Falco,rusticolus,1752,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,528,29,m,minor,South Africa,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,567,NA,m,NA,"Western Cape, South Africa",NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,598,NA,m,tundrius,Greenland,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,600,NA,m,macropus,NA,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,652,52.4,m,anatum,"Yukon River, Alaska, USA",NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,771,72,f,minor,South Africa,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,825,NA,f,macropus,NA,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,828,NA,f,NA,"Western Cape, South Africa",NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,894,NA,m,pealei,NA,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,959,NA,f,tundrius,Greenland,NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,977,76.4,f,anatum,"Yukon River, Alaska, USA",NA,NA,NA,NA,NA,NA,NA
781,3560,Peregrine Falcon,Falconiformes,Falconidae,Falco,peregrinus,1201,NA,f,pealei,NA,NA,NA,NA,NA,NA,NA,NA
782,3550,Prairie Falcon,Falconiformes,Falconidae,Falco,mexicanus,560,36,m,NA,"Idaho, USA",NA,NA,NA,NA,NA,NA,NA
782,3550,Prairie Falcon,Falconiformes,Falconidae,Falco,mexicanus,908,65.9,f,NA,"Idaho, USA",NA,NA,NA,NA,NA,NA,NA
783,3824,Monk Parakeet,Psittaciformes,Psittacidae,Myiopsitta,monachus,120,NA,NA,NA,Argentina,NA,NA,NA,NA,NA,NA,NA
786,51830,Nanday Parakeet,Psittaciformes,Psittacidae,Aratinga,nenday,128,NA,NA,NA,Paraguay,1,Nandayus nenday,NA,NA,NA,NA,NA
800,52021,Yellow-chevroned Parakeet,Psittaciformes,Psittacidae,Brotogeris,chiriri,61.6,NA,NA,NA,"Bolivia; California, USA",NA,NA,NA,NA,NA,NA,NA
815,3822,Budgerigar,Psittaciformes,Psittaculidae,Melopsittacus,undulatus,28.8,2.1,f,NA,Eastern Australia,NA,NA,NA,NA,NA,NA,NA
815,3822,Budgerigar,Psittaciformes,Psittaculidae,Melopsittacus,undulatus,29.2,1.9,m,NA,Eastern Australia,NA,NA,NA,NA,NA,NA,NA
872,4720,Northern Beardless-Tyrannulet,Passeriformes,Tyrannidae,Camptostoma,imberbe,7.4,0.8,NA,NA,Mexico; Belize,NA,NA,NA,NA,NA,NA,NA
882,4550,Dusky-capped Flycatcher,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,12.6,NA,NA,olivascens,"Tres Marias Is., Mexico",NA,NA,NA,NA,NA,NA,NA
882,4550,Dusky-capped Flycatcher,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,4550,Dusky-capped Flycatcher,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,21.9,NA,NA,atriceps,NA,NA,NA,NA,NA,NA,NA,NA
883,4540,Ash-throated Flycatcher,Passeriformes,Tyrannidae,Myiarchus,cinerascens,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,4520,Great Crested Flycatcher,Passeriformes,Tyrannidae,Myiarchus,crinitus,32.1,3.1,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
886,4530,Brown-crested Flycatcher,Passeriformes,Tyrannidae,Myiarchus,tyrannulus,28.7,NA,NA,bahiae,NA,NA,NA,NA,NA,NA,NA,NA
886,4530,Brown-crested Flycatcher,Passeriformes,Tyrannidae,Myiarchus,tyrannulus,43.8,3.4,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
889,4490,Great Kiskadee,Passeriformes,Tyrannidae,Pitangus,sulphuratus,55,NA,NA,NA,Peru,NA,NA,NA,NA,NA,NA,NA
